Ngay,12
9/2/2021,885.7
9/3/2021,1022.6
9/4/2021,1069.4
9/5/2021,1022.6
9/6/2021,1069.4
9/7/2021,1061.5
9/8/2021,1061.5
9/9/2021,1061.5
9/10/2021,1293.5
9/11/2021,1069.4
9/12/2021,966.7
13/9/2021,1061.5
14/9/2021,1069.4
15/9/2021,1022.6
16/9/2021,1002
17/9/2021,1022.6
18/9/2021,1002
19/9/2021,945.5
20/9/2021,990.9
21/9/2021,1022.6
22/9/2021,1022.6
23/9/2021,1022.6
24/9/2021,990.9
25/9/2021,966.7
26/9/2021,930.6
27/9/2021,964.4
28/9/2021,1002
29/9/2021,1022.6
30/9/2021,1002.1
10/1/2021,1022.6
10/2/2021,990.9
10/3/2021,945.5
10/4/2021,1002
10/5/2021,1022.6
10/6/2021,966.7
10/7/2021,1022.6
10/8/2021,1069.4
10/9/2021,1022.6
10/10/2021,964.4
10/11/2021,1022.6
10/12/2021,1069.4
13/10/2021,1061.5
14/10/2021,1064.1
15/10/2021,1002
16/10/2021,990.9
17/10/2021,963.6
18/10/2021,1002
19/10/2021,1069.4
20/10/2021,1069.4
21/10/2021,1061.5
22/10/2021,1061.5
23/10/2021,1002
24/10/2021,966.7
25/10/2021,1002
26/10/2021,1022.6
27/10/2021,1022.6
28/10/2021,990.9
29/10/2021,1002
30/10/2021,990.9
31/10/2021,945.4
11/1/2021,1002
11/2/2021,1061.5
11/3/2021,1002
11/4/2021,1022.6
11/5/2021,1002
11/6/2021,990.9
11/7/2021,963.6
11/8/2021,990.9
11/9/2021,1002
11/10/2021,1069.4
11/11/2021,1069.4
11/12/2021,1061.5
13/11/2021,1002
14/11/2021,966.7
15/11/2021,1069.4
16/11/2021,1069.4
17/11/2021,1069.4
18/11/2021,1061.5
19/11/2021,1069.4
20/11/2021,1061.5
21/11/2021,966.7
22/11/2021,1022.6
23/11/2021,1061.5
24/11/2021,1002
25/11/2021,1022.6
26/11/2021,1002.1
27/11/2021,966.8
28/11/2021,963.6
29/11/2021,966.7
30/11/2021,990.9
12/1/2021,1002.1
12/2/2021,1022.6
12/3/2021,1002
12/4/2021,990.9
12/5/2021,964.4
12/6/2021,990.9
12/7/2021,1002
12/8/2021,1022.6
12/9/2021,1061.5
12/10/2021,1061.5
12/11/2021,1022.6
12/12/2021,966.7
13/12/2021,1022.6
14/12/2021,1061.5
15/12/2021,1064.1
16/12/2021,1061.5
17/12/2021,1061.5
18/12/2021,1022.6
19/12/2021,990.9
20/12/2021,1061.5
21/12/2021,1061.5
22/12/2021,1022.6
23/12/2021,1022.6
24/12/2021,1022.6
25/12/2021,1002
26/12/2021,966.7
27/12/2021,1002
28/12/2021,1002
29/12/2021,1061.5
30/12/2021,1022.6
31/12/2021,1022.6
